Date,DepartmentId,JobCategoryId,RequiredWorkedHoursValue,ActualWorkedHoursValue
2026-01-04,48,2,21.81,18.75
2026-01-15,46,0,212.82,176.25
2026-06-13,39,4,17.56,18.00
2027-03-25,42,3,67.08,67.50
2026-02-13,44,3,26.78,24.25
2026-09-22,39,6,41.56,35.25
2026-07-04,56,5,133.34,143.75
2026-03-04,47,5,44.50,40.00
2027-04-27,47,7,36.35,40.75
2027-03-05,58,5,80.25,91.50
2026-04-09,57,7,24.46,23.00
2026-03-06,43,1,80.05,98.50
2027-05-03,39,5,83.67,90.50
2027-07-21,36,1,240.69,252.00
2026-02-04,58,1,206.12,216.00
2026-10-12,46,1,217.89,263.25
2026-08-08,36,1,110.38,94.75
2026-12-14,36,4,24.24,23.75
2026-03-14,43,7,54.78,68.75
2027-07-23,51,1,151.02,142.50
2027-07-02,44,5,96.81,79.75
2027-02-24,49,6,51.20,44.25
2027-05-22,59,4,40.77,51.25
2026-12-20,37,3,85.16,107.50
2027-05-09,58,2,55.59,69.25
2027-08-22,35,7,12.05,10.50
2027-08-04,130,5,70.23,68.25
2026-03-19,37,6,145.27,153.75
2027-07-05,41,2,89.17,99.75
2027-07-28,130,7,35.14,29.75
2027-08-24,56,6,101.12,124.50
2027-09-03,49,6,131.92,122.50
2026-07-13,61,7,62.12,51.25
2026-02-14,39,7,49.17,60.75
2027-05-28,45,5,132.38,127.50
2027-09-15,61,1,244.79,248.00
2027-03-12,59,1,235.20,206.00
2026-08-13,46,7,42.21,46.00
2026-04-25,51,6,92.92,109.75
2027-01-11,36,1,125.65,128.25
2026-04-10,42,1,202.30,174.25
2026-01-29,48,5,134.95,126.75
2027-03-22,57,7,26.09,22.00
2027-02-14,50,7,49.63,47.50
2026-06-04,59,1,258.05,325.25
2027-06-14,44,7,46.14,44.75
2026-02-13,38,6,101.76,102.25
2027-01-27,44,5,39.67,39.00
2027-04-27,53,4,15.97,16.00
2026-10-18,41,1,239.02,208.00
2026-11-16,40,4,19.98,19.25
2026-02-25,52,3,29.63,25.50
2026-03-12,130,0,158.81,152.00
2026-06-01,46,2,98.20,96.25
2026-12-23,54,4,46.14,44.75
2026-09-04,50,2,91.32,83.50
2027-06-12,50,2,20.40,25.75
2027-07-24,43,3,42.84,39.75
2026-02-25,58,0,153.00,182.00
2026-12-11,46,4,21.97,27.50
2027-01-27,59,3,43.64,52.00
2026-08-11,37,4,10.97,9.25
2026-07-08,60,2,92.40,99.50
2026-08-21,36,3,111.75,118.25
2027-06-25,51,4,37.35,46.00
2027-08-25,35,1,100.08,82.25
2027-02-24,55,3,46.69,48.50
2026-11-27,57,6,50.02,61.00
2026-09-28,58,3,96.94,118.00
2026-09-16,55,7,36.44,33.25
2026-02-03,36,5,134.38,154.75
2027-08-21,55,1,197.17,205.00
2027-07-25,56,7,15.78,13.00
2026-03-23,58,5,92.88,92.00
2026-05-15,41,1,126.49,132.00
2027-06-03,58,5,75.94,94.00
2026-05-09,40,4,13.65,11.75
2027-04-20,61,7,41.78,49.00
2027-08-12,56,5,86.50,99.75
2026-05-14,56,7,61.41,54.25
2026-12-10,53,2,74.82,71.50
2026-01-28,40,5,119.12,102.25
2026-10-16,49,7,34.01,29.00
2027-03-20,42,7,33.05,31.75
2026-07-28,130,2,90.18,107.25
2026-03-09,59,2,92.96,117.75
2027-09-03,55,3,82.95,78.50
2027-08-27,130,4,11.65,14.75
2026-08-11,52,2,58.38,54.50
2026-04-15,52,7,50.64,42.50
2027-03-04,40,2,81.38,85.25
2027-07-30,50,6,45.25,49.00
2026-04-26,56,2,72.63,90.50
2026-04-13,49,3,105.19,108.75
2026-07-12,43,4,40.44,33.25
2026-03-21,52,4,31.11,30.25
2026-11-28,45,2,31.33,28.75
2026-04-18,37,3,23.51,25.25
2027-03-01,37,6,80.59,72.00
2027-07-30,56,3,114.88,129.75
2027-08-18,61,4,28.78,23.75
2026-06-16,46,6,113.65,136.25
2027-08-29,61,4,27.78,29.25
2027-01-15,39,7,32.20,32.00
2026-11-20,48,7,50.12,48.75
2026-01-17,49,4,35.55,30.75
2027-08-29,55,7,32.34,41.00
2027-02-15,58,7,9.82,10.75
2027-06-19,44,3,68.46,69.00
2027-07-18,36,7,20.32,21.00
2026-10-10,36,7,10.59,13.50
2026-10-16,55,4,39.20,33.50
2027-05-26,39,4,30.37,32.75
2027-08-03,36,3,108.10,91.25
2026-11-25,48,3,79.39,71.75
2027-07-07,56,2,71.83,65.75
2027-07-18,42,4,36.50,36.25
2026-03-19,43,3,61.85,55.00
2026-09-17,51,4,38.13,31.25
2026-06-26,52,2,86.61,96.75
2026-09-14,130,4,32.71,35.25
2027-08-25,47,4,34.86,39.25
2027-05-27,47,4,19.86,18.00
2026-09-16,61,6,48.04,57.50
2026-12-16,57,3,87.57,79.00
2026-09-22,56,6,142.11,120.50
2027-01-15,45,4,30.12,29.75
2027-01-09,47,2,35.55,35.50
2026-02-20,52,7,19.23,17.25
2027-04-04,35,5,91.84,108.25
2027-07-20,57,4,28.56,28.50
2026-06-16,130,6,149.40,190.75
2026-03-26,52,0,377.11,311.00
2027-03-02,51,3,34.00,28.75
2026-06-19,52,4,31.88,36.00
2027-08-27,130,6,99.57,100.00
2027-06-20,57,7,44.42,37.00
2026-01-10,40,7,52.62,48.25
2026-06-18,55,7,27.73,27.25
2027-02-13,43,7,41.35,36.00
2026-10-18,36,4,15.99,14.50
2027-03-25,36,6,61.94,53.75
2026-04-22,35,5,127.00,114.75
2026-06-25,36,3,35.37,41.25
2027-08-05,60,2,46.11,39.00
2026-06-23,55,3,78.60,100.75
2027-02-19,44,6,86.39,80.25
2027-01-21,58,4,37.95,46.00
2027-01-08,57,2,53.69,50.00
2027-08-22,41,6,72.45,79.00
2027-06-24,43,6,106.09,120.75
2027-02-07,51,2,62.31,64.25
2026-04-15,58,4,16.46,17.50
2027-06-07,45,2,40.47,38.75
2026-08-05,39,2,78.99,79.50
2026-04-29,130,2,31.48,29.25
2027-05-02,38,2,32.48,29.50
2027-03-24,130,6,154.30,138.50
2026-04-23,36,6,64.47,79.50
2027-02-04,130,2,30.09,35.00
2027-07-19,43,7,54.39,45.25
2026-07-19,40,7,40.90,38.00
2026-07-21,55,7,44.95,44.25
2026-07-18,38,6,37.14,30.75
2026-01-21,59,0,178.33,164.50
2026-02-20,53,0,199.96,184.50
2026-12-26,61,6,57.13,63.25
2027-04-03,52,2,39.88,33.00
2026-05-24,55,6,59.40,52.25
2027-07-24,37,6,112.67,112.25
2026-10-22,50,6,93.16,90.75
2026-09-28,52,6,87.32,76.00
2026-10-11,48,2,82.34,69.50
2026-09-12,35,1,232.24,213.00
2027-04-09,47,2,77.64,64.00
2026-07-01,40,2,87.33,93.50
2027-05-25,38,3,73.73,87.25
2026-04-13,43,6,93.17,88.25
2026-01-10,46,4,33.49,29.00
2027-01-21,52,7,51.11,47.50
2027-05-15,39,4,20.75,23.00
2026-10-26,56,4,23.51,29.25
2027-01-15,59,1,116.38,118.75
2026-03-06,57,7,33.57,28.75
2027-04-12,41,7,34.87,28.75
2026-08-11,50,1,175.92,180.00
2026-11-14,55,1,158.33,150.50
2026-06-22,49,4,35.63,39.75
2026-04-12,49,1,173.76,156.50
2027-05-30,56,7,58.13,52.50
2027-08-18,57,1,203.77,218.25
2026-01-15,47,1,125.58,143.25
2026-02-02,51,1,232.70,195.25
2026-11-14,38,1,107.30,133.25
2026-05-07,50,4,39.81,37.75
2026-09-08,49,5,67.13,71.25
2026-09-02,43,2,23.69,19.75
2026-06-27,54,6,54.61,62.75
2026-09-20,38,3,37.01,38.75
2026-01-01,51,2,70.92,76.75
2026-09-30,48,3,66.40,55.00
2027-05-10,41,2,38.05,34.50
2026-07-04,38,2,56.55,59.25
2026-01-30,37,2,93.19,78.75
2026-02-17,60,6,89.69,102.50
2026-01-11,46,6,43.34,37.00
2027-09-08,42,2,96.75,122.00
2026-10-13,40,6,158.75,131.50
2026-04-28,55,3,22.89,26.75
2026-10-22,47,1,115.81,129.00
2027-02-07,52,5,63.32,66.25
2027-07-22,41,7,12.45,10.75
2027-03-26,59,5,100.80,118.50
2026-01-20,55,5,74.34,75.00
2027-07-29,58,5,77.16,77.50
2027-04-18,48,1,98.10,117.25
2027-01-07,50,5,42.37,41.00
2027-09-11,58,5,60.28,55.00
2026-03-02,37,1,102.28,101.75
2026-01-26,50,5,113.79,116.00
2026-12-08,56,5,32.28,36.50
2026-06-12,45,1,187.92,181.50
2026-07-06,44,1,174.05,178.00
2026-12-15,57,1,154.21,196.00
2027-09-04,55,5,136.44,155.50
2027-05-13,57,5,49.23,63.00
2026-08-05,57,5,51.42,54.50
2027-02-15,39,6,32.83,40.50
2026-10-23,39,3,109.14,115.75
2026-05-22,54,3,29.57,32.50
2026-07-20,45,6,158.62,163.00
2026-12-16,60,6,93.76,77.75
2026-05-14,37,6,44.91,37.25
2026-12-25,35,5,115.35,121.25
2026-12-08,37,1,215.97,239.75
2026-01-19,56,4,41.82,41.50
2027-03-26,42,5,74.81,67.50
2027-02-13,45,1,124.24,153.25
2027-05-26,53,1,223.72,223.75
2026-07-23,42,5,66.54,76.75
2026-05-30,49,5,112.39,118.25
2026-09-25,48,7,36.54,42.00
2026-03-09,40,1,136.20,165.25
2026-10-15,44,1,247.85,224.00
2026-04-06,56,5,90.36,103.50
2026-10-01,40,5,120.77,108.75
2026-03-10,48,1,155.27,157.50
2027-03-19,42,7,34.13,33.00
2027-06-18,44,1,213.56,202.25
2027-07-19,46,1,163.76,160.50
2026-01-13,55,7,45.70,57.75
2026-05-16,46,7,22.57,20.75
2026-11-25,50,4,22.98,21.50
2026-08-11,130,6,107.18,109.50
2027-06-20,55,6,46.14,38.50
2027-02-17,54,4,18.70,19.75
2026-05-21,46,3,23.88,20.25
2027-02-11,42,4,29.87,28.50
2026-08-20,36,3,112.80,124.75
2026-04-24,49,2,72.79,92.50
2027-03-02,43,5,34.71,43.75
2026-11-29,47,6,139.21,136.50
2026-03-28,53,3,64.86,79.00
2026-03-06,40,7,13.42,11.25
2027-08-04,36,5,60.42,56.50
2027-06-28,59,7,26.39,30.75
2027-05-19,50,1,86.16,76.50
2027-03-30,49,4,28.85,26.25
2027-07-05,42,5,44.02,38.75
2027-06-18,61,1,230.19,215.75
2027-06-28,42,7,36.33,36.75
2027-03-19,48,4,32.74,31.50
2027-04-25,36,5,133.59,137.75
2026-04-09,59,1,208.50,207.00
2026-12-25,55,7,59.49,51.25
2027-04-22,40,4,34.21,34.75
2027-02-04,53,2,97.40,99.50
2027-08-21,41,4,28.17,26.50
2027-04-17,50,2,34.67,31.75
2026-09-08,35,7,21.74,24.00
2026-01-06,41,4,30.52,28.50
2026-02-10,130,1,111.53,113.50
2026-07-23,51,4,32.92,40.00
2026-11-30,55,6,76.50,85.75
2026-10-13,130,1,148.38,130.00
2027-07-23,55,4,26.97,32.50
2027-09-05,39,6,88.15,112.50
2026-09-26,42,2,60.75,59.25
2026-06-21,48,3,61.50,69.25
2026-05-28,60,6,108.58,138.00
2027-01-17,35,4,23.16,22.25
2026-07-08,130,5,32.39,33.75
2026-01-16,130,0,122.10,105.00
2026-10-30,53,6,56.46,54.50
2026-02-09,38,3,48.07,41.25
2027-08-03,130,5,89.64,93.25
2026-09-30,59,6,104.16,101.75
2027-06-16,130,1,96.11,83.25
2027-05-23,42,4,20.23,23.75
2027-07-16,35,4,46.98,40.75
2027-04-27,45,6,39.82,40.50
2026-09-15,61,4,13.49,16.50
2026-04-06,42,7,29.87,29.25
2027-08-15,57,7,8.73,7.25
2027-02-20,48,1,249.34,208.75
2026-02-12,49,7,20.59,17.25
2027-01-21,54,1,99.71,113.25
2027-06-11,41,1,242.46,200.00
2026-01-08,44,1,193.52,173.50
2026-07-09,39,7,33.43,30.00
2026-05-20,56,5,128.22,114.50
2027-07-18,38,1,255.17,255.25
2026-12-15,40,1,130.22,161.50
2026-10-12,54,1,177.52,151.25
2026-02-22,48,4,44.72,41.75
2027-03-15,39,1,126.13,141.25
2027-09-08,59,2,41.45,37.25
2026-08-25,35,4,45.59,38.50
2026-04-11,53,6,87.55,73.75
2026-03-18,54,6,32.76,33.25
2027-08-03,55,6,141.16,159.00
2027-08-26,52,3,84.33,90.75
2026-06-03,36,2,72.54,69.50
2026-06-04,61,2,44.33,47.75
2027-06-09,35,2,72.02,87.00
2026-10-15,130,3,42.27,41.50
2027-03-07,55,2,76.23,87.00
2027-08-26,46,6,153.80,168.50
2026-01-24,42,2,58.95,55.50
2026-09-02,60,2,85.55,92.50
2026-03-29,130,5,30.12,36.25
2026-08-15,42,4,9.69,10.75
2026-03-21,44,6,119.19,99.00
2026-02-10,46,3,87.26,93.50
2027-08-16,51,2,43.22,35.75
2026-02-06,54,7,38.26,35.00
2027-07-27,41,3,94.22,77.50
2027-08-20,40,3,109.97,103.25
2026-07-14,39,3,33.03,31.25
2027-03-24,59,3,104.16,96.50
2027-02-03,130,2,80.53,92.75
2027-06-04,56,3,44.42,39.00
2026-11-13,57,2,54.66,50.00
2026-04-21,35,3,75.53,94.25
2027-05-12,35,7,53.19,50.25
2026-05-06,42,4,25.28,22.25
2026-01-17,36,0,149.13,137.50
2027-04-19,61,7,33.96,30.75
2027-01-17,46,7,19.28,20.50
2026-04-19,52,1,197.40,182.25
2026-06-16,48,7,60.01,50.00
2027-04-15,58,1,89.03,83.00
2026-03-24,50,4,30.64,30.50
2026-02-18,41,5,118.00,107.75
2026-11-25,41,5,65.21,71.50
2026-06-03,53,2,33.73,29.25
2026-08-22,56,7,52.65,62.50
2027-04-12,58,7,40.10,35.50
2026-03-01,39,2,89.95,102.00
2026-12-23,46,6,140.70,116.50
2027-03-17,56,3,61.13,58.00
2026-02-17,55,0,272.10,255.00
2026-03-14,57,4,30.07,27.25
2026-01-18,61,0,288.91,360.00
2026-12-24,43,3,72.59,85.25
2027-03-07,38,2,55.84,50.00
2026-01-17,53,0,395.14,466.75
2026-06-16,37,4,37.95,33.50
2027-05-04,48,6,49.65,48.00
2027-05-10,58,2,39.64,33.50
2026-02-27,36,6,148.83,129.25
2026-11-23,58,3,92.82,92.75
2026-04-28,38,3,66.63,64.25
2027-08-02,45,2,20.53,17.00
2027-01-29,49,3,31.82,29.75
2026-03-11,49,2,88.98,73.75
2027-03-12,45,4,28.28,26.25
2026-08-25,46,7,23.61,25.75
2026-09-12,38,6,83.38,87.25
2027-09-14,51,7,14.43,12.50
2027-03-12,56,7,59.08,53.25
2027-01-24,49,7,18.50,21.75
2027-06-20,38,6,141.12,147.75
2026-10-19,53,4,42.78,40.25
2026-02-12,38,4,23.72,21.25
2027-05-19,130,6,114.31,125.50
2026-03-01,56,2,98.81,83.00
2027-08-21,52,7,11.25,11.00
2026-06-27,37,6,146.49,183.75
2026-02-06,43,4,15.45,12.75
2027-03-14,58,2,78.39,73.75
2026-10-08,35,4,45.31,39.00
2027-01-29,60,6,69.12,69.75
2026-02-11,54,3,46.49,51.00
2026-10-10,130,7,56.87,58.25
2027-01-11,57,4,23.68,21.25
2026-02-27,48,0,249.57,259.25
2026-07-10,50,2,20.46,24.00
2026-09-11,35,1,197.82,191.75
2026-03-18,43,3,84.94,105.00
2026-04-03,40,2,76.85,81.75
2026-04-16,41,4,30.77,33.00
2027-01-16,45,6,31.98,31.00
2026-04-10,45,6,158.14,153.25
2026-11-28,130,3,82.22,75.25
2026-08-20,47,6,83.10,88.00
2026-04-23,55,7,19.84,23.50
2027-06-22,36,4,11.98,13.25
2026-03-24,61,7,53.72,58.25
2027-08-09,48,2,88.49,93.50
2026-05-04,59,2,30.79,30.00
2026-09-12,55,6,130.51,109.00
2027-08-29,52,4,23.13,19.75
2027-07-03,53,6,138.42,134.25
2027-04-17,41,3,112.79,96.25
2027-08-28,35,5,130.63,141.50
2026-12-30,55,3,58.97,70.75
2026-02-27,53,6,63.95,67.75
2026-06-14,39,6,39.35,38.00
2027-07-10,54,2,87.76,79.50
2026-09-20,55,3,69.16,63.75
2026-06-10,56,2,74.42,87.25
2027-06-10,60,2,22.86,29.00
2027-03-29,35,7,38.35,41.75
2026-05-17,60,4,20.66,18.75
2027-08-15,46,4,21.94,23.75
2027-02-04,36,2,77.21,85.75
2027-05-27,39,6,151.12,179.25
2026-05-27,52,6,106.40,101.00
2027-01-22,46,3,116.95,140.50
2026-02-10,36,1,211.66,219.75
2026-06-11,41,6,113.91,103.50
2026-08-02,43,5,117.40,143.75
2026-02-01,44,2,98.55,120.00
2026-01-12,50,1,238.75,216.75
2027-01-09,61,7,19.15,21.75
2027-05-20,55,7,34.78,41.75
2027-09-13,48,5,127.45,130.75
2027-08-25,52,1,239.60,228.50
2027-04-15,53,5,130.43,139.25
2026-07-21,49,1,143.55,142.75
2026-06-08,45,7,22.14,25.50
2027-07-10,55,5,89.92,86.75
2027-06-14,61,7,42.14,50.75
2026-05-12,51,1,113.84,137.00
2026-12-27,51,6,131.59,134.50
2026-12-24,50,1,190.77,173.50
2026-03-13,41,6,30.52,37.50
2026-03-10,40,1,88.29,73.75
2026-01-17,60,7,28.65,24.00
2027-02-16,60,1,86.97,89.00
2027-02-26,47,4,25.51,24.50
2026-08-28,50,6,99.61,119.75
2026-07-11,35,6,140.64,135.00
2026-11-06,130,2,50.88,51.25
2026-04-08,44,3,45.70,37.75
2027-02-02,46,2,76.58,73.00
2027-03-15,43,6,129.72,148.25
2027-04-25,44,3,36.42,37.25
2026-10-28,52,3,38.44,44.00
2026-12-21,56,4,26.96,23.25
2026-08-17,43,7,58.61,52.50
2026-10-01,48,5,134.39,121.25
2026-04-29,55,5,97.78,88.00
2027-04-18,56,1,101.00,88.75
2026-02-16,49,1,151.51,127.25
2027-08-12,39,5,56.53,47.00
2026-07-08,53,5,65.10,55.25
2026-04-10,59,1,93.81,87.50
2026-05-07,36,7,44.84,46.25
2026-02-06,56,1,212.21,269.75
2026-03-29,36,5,110.51,101.50
2026-05-04,60,5,124.66,110.00
2027-06-21,59,1,213.99,273.75
2027-02-27,46,5,135.58,120.50
2027-07-21,53,1,243.93,234.25
2027-03-18,37,1,218.00,256.50
2027-03-12,42,1,166.07,193.75
2027-01-14,44,3,74.64,69.25
2027-05-18,50,1,194.68,172.75
2027-02-26,38,5,85.06,103.25
2026-06-13,56,6,92.12,89.25
2026-01-08,37,3,29.10,31.50
2026-02-17,41,3,93.66,84.50
2027-06-29,54,3,49.26,42.50
2027-01-23,130,3,34.03,34.00
2026-06-23,38,3,99.43,89.25
2026-04-02,40,2,57.96,59.00
2027-09-15,44,1,103.78,119.25
2027-02-03,47,5,129.43,153.25
2026-12-12,42,1,80.57,76.75
2026-07-13,44,7,52.33,56.50
2026-09-13,59,1,242.04,213.50
2026-09-12,52,1,110.40,135.25
2026-09-20,41,6,92.75,110.00
2027-04-20,44,7,27.96,29.25
2026-12-11,37,5,33.22,28.50
2027-07-11,60,1,246.93,233.00
2026-06-20,53,7,38.09,44.75
2027-08-15,59,1,189.56,186.25
2026-10-18,47,7,11.75,9.75
2026-03-21,47,0,319.10,388.25
2026-07-18,130,5,101.13,105.25
2026-01-03,58,2,83.98,107.00
2026-12-15,43,6,119.07,151.00
2027-05-13,41,4,9.70,10.50
2027-04-19,42,6,130.00,130.50
2026-10-23,52,7,51.95,44.25
2026-07-30,52,3,50.81,60.00
2027-03-16,48,2,73.99,81.50
2026-02-09,130,1,107.45,100.50
2026-04-30,56,6,64.28,76.00
2026-04-21,54,4,28.31,25.75
2027-08-11,38,2,57.48,48.50
2027-02-08,59,2,86.33,75.00
2027-06-09,60,2,93.72,77.50
2027-04-08,39,2,67.64,72.00
2027-07-31,55,2,26.26,33.50
2027-08-17,36,6,147.19,135.50
2026-07-25,52,7,46.25,46.50
2026-06-11,35,7,8.20,9.75
2026-08-29,57,6,81.52,82.75
2026-08-22,43,3,30.18,38.50
2026-08-06,47,2,70.74,69.50
2027-08-30,58,3,28.52,35.75
2027-01-08,40,2,46.13,48.50
2027-02-12,58,6,92.66,100.50
2027-03-10,55,4,23.47,24.50
2027-07-07,39,2,78.75,76.75
2027-06-06,57,6,106.43,90.25
2026-08-22,37,6,152.78,131.00
2027-03-03,35,6,53.54,46.50
2027-09-03,38,3,29.77,36.75
2026-10-04,45,2,79.74,83.25
2027-07-24,60,3,61.35,54.75
2026-02-13,55,6,158.26,150.75
2027-06-16,54,1,163.69,189.75
2026-09-19,40,5,61.25,50.25
2026-08-19,48,4,18.35,16.25
2027-05-21,40,1,88.38,88.75
2027-05-16,35,1,98.44,82.75
2027-07-25,45,4,41.57,36.75
2026-01-16,42,4,28.52,28.00
2026-01-19,37,3,69.33,77.00
2026-05-13,52,2,98.25,91.50
2026-04-03,48,2,41.67,44.75
2026-05-08,47,2,28.64,25.50
2027-07-30,39,3,74.28,88.75
2026-10-26,37,3,117.76,115.25
2027-04-14,54,4,22.63,28.50
2027-08-24,45,3,46.75,53.00
2026-12-08,55,2,29.92,32.75
2026-03-04,39,4,10.11,9.25
2027-05-18,130,4,44.97,49.50
2027-07-18,59,6,34.80,36.50
2027-08-14,54,5,46.83,39.25
2026-10-23,47,3,71.62,87.25
2027-01-31,50,6,134.97,171.75
2026-12-14,59,3,23.62,24.75
2027-05-18,52,3,53.23,51.75
2027-05-02,58,6,104.62,106.00
2026-04-20,35,3,62.62,56.50
2027-07-02,54,4,28.35,26.50
2027-05-19,36,6,95.53,88.00
2026-09-23,47,4,33.79,39.75
2026-04-20,37,5,31.78,29.00
2027-04-26,39,7,32.34,41.25
2027-07-20,40,4,17.04,14.75
2026-06-03,54,5,118.77,117.00
2026-01-06,37,1,212.64,188.00
2026-11-09,54,4,32.32,37.25
2026-04-15,41,4,17.51,16.75
2026-07-07,55,4,28.53,30.75
2026-05-03,59,2,85.79,109.25
2026-05-31,38,2,97.26,96.00
2027-06-13,54,7,13.16,12.75
2027-05-30,43,3,41.85,37.00
2026-05-16,60,4,26.42,23.50
2026-01-12,130,6,134.47,142.25
2026-12-02,51,3,99.68,104.00
2026-04-26,39,2,36.83,41.75
2026-03-20,44,6,114.45,98.00
2026-05-14,45,4,23.07,23.75
2026-02-02,54,4,27.98,28.00
2026-09-24,54,4,42.74,36.00
2026-09-16,44,4,16.26,16.25
2026-11-20,37,4,34.18,33.75
2027-04-30,40,2,96.60,102.25
2026-01-17,130,0,185.69,161.50
2026-05-12,36,3,43.38,50.75
2027-01-21,41,4,41.02,41.25
2027-08-12,46,2,78.07,94.00
2026-12-24,130,4,10.55,11.00
2026-03-12,55,1,168.10,158.75
2026-01-03,37,7,38.89,40.00
2026-03-16,41,7,11.86,12.25
2026-07-23,37,7,49.26,53.25
2026-12-19,41,6,106.45,112.75
2027-07-27,54,7,38.76,41.50
2027-04-21,57,4,16.34,20.25
2026-10-03,37,2,86.98,94.50
2027-04-25,130,5,45.95,58.00
2026-02-07,42,6,71.97,69.25
2026-06-07,61,4,45.27,41.75
2026-03-05,130,2,87.42,107.00
2026-05-24,44,3,76.06,63.25
2026-07-24,57,3,34.32,32.50
2027-07-12,61,2,66.35,60.50
2026-03-16,47,4,28.27,27.75
2026-05-21,54,3,101.74,85.00
2027-08-22,58,6,154.23,133.00
2026-02-15,48,0,386.72,397.50
2026-02-10,48,4,42.64,38.00
2026-10-06,53,5,114.22,124.00
2026-02-11,61,1,250.22,241.50
2026-01-15,51,6,137.34,117.75
2026-02-04,41,1,193.82,227.25
2027-08-02,46,5,66.82,66.50
2027-09-12,61,7,27.35,25.25
2027-05-27,55,5,117.19,118.50
2027-05-25,43,7,35.91,31.75
2026-01-08,42,7,52.33,53.00
2026-02-03,53,5,125.70,152.00
2026-10-11,44,7,24.07,29.00
2026-04-08,53,2,80.22,69.00
2026-02-28,42,5,125.55,159.50
2027-03-27,45,7,38.19,42.75
2026-06-16,50,1,100.28,83.00
2027-03-15,37,7,28.48,26.00
2027-08-13,56,4,14.60,14.25
2026-11-05,47,5,120.63,115.00
2026-11-28,59,7,49.39,55.25
2026-02-21,59,7,22.54,20.75
2026-11-27,51,7,26.50,22.00
2026-10-16,38,4,19.60,24.25
2026-06-04,42,1,147.38,129.50
2026-01-13,57,1,213.47,229.25
2027-04-03,45,5,79.33,93.75
2026-06-26,45,5,38.09,38.25
2026-11-10,38,7,39.80,35.75
2027-09-06,45,5,83.85,78.50
2027-03-29,60,7,39.91,49.00
2027-04-10,40,4,36.54,32.25
2026-05-22,46,5,67.28,71.25
2026-04-03,44,7,10.96,11.75
2027-08-29,38,7,15.93,15.00
2027-05-06,59,1,175.38,197.50
2027-07-06,51,6,114.52,97.75
2027-02-13,60,7,11.68,11.50
2027-09-05,53,3,40.65,47.25
2026-06-25,53,3,97.59,106.50
2027-04-11,55,5,120.42,111.50
2026-08-18,40,4,27.75,34.50
2026-07-02,58,5,60.11,69.50
2026-07-15,54,1,226.42,188.25
2027-04-16,41,1,241.74,207.25
2026-03-26,51,7,15.80,16.50
2027-08-31,53,7,11.18,13.00
2026-05-26,53,4,9.58,9.00
2026-04-22,52,5,90.18,92.25
2026-05-09,51,7,27.24,22.75
2026-12-09,48,4,45.00,37.75
2027-08-19,45,7,60.11,54.50
2026-10-02,49,6,66.64,66.75
2026-08-25,37,7,46.82,45.75
2026-09-10,37,3,28.52,28.00
2027-03-27,40,3,47.99,50.75
2027-03-05,41,5,138.21,160.75
2026-01-09,56,6,138.11,118.00
2027-03-09,45,2,66.69,62.50
2026-01-21,42,0,270.30,320.75
2026-10-25,40,6,102.41,125.00
2027-08-24,39,4,26.56,29.75
2026-08-11,60,3,69.92,83.75
2027-03-22,46,4,15.58,15.75
2026-03-26,57,6,140.46,146.75
2027-06-18,37,3,118.39,106.25
2026-01-25,50,3,104.38,91.75
2026-11-10,61,4,23.37,20.00
2026-07-01,57,2,80.01,71.75
2027-04-27,49,1,219.50,195.50
2026-11-03,57,5,85.29,95.75
2027-06-07,61,1,237.77,253.75
2026-03-25,48,5,95.94,86.25
2026-06-04,37,5,76.39,65.50
2026-03-08,50,1,140.97,166.50
2027-07-07,55,1,94.04,80.25
2027-08-13,52,1,244.24,281.25
2026-09-10,47,5,74.32,64.75
2027-04-07,48,1,163.45,152.25
2026-09-20,40,5,56.04,66.00
2026-07-12,59,5,63.65,72.75
2026-02-03,58,1,207.73,192.50
2026-04-09,44,3,75.87,75.00
2026-10-03,55,5,89.02,104.25
2026-11-10,58,1,223.30,187.25
2026-10-03,53,1,105.02,91.75
2027-06-17,59,7,57.38,51.50
2026-01-31,38,5,100.46,110.00
2027-06-17,56,5,53.60,64.75
2027-03-24,44,5,102.90,93.00
2027-03-08,39,5,107.29,117.00
2026-02-24,54,5,45.52,41.75
2027-04-14,53,5,65.87,80.25
2027-09-02,57,5,122.93,115.75
2027-08-01,46,3,61.31,60.00
2026-08-08,39,6,86.00,105.50
2026-10-12,56,3,72.12,68.50
2026-01-05,45,0,252.30,278.00
2027-07-02,46,6,100.79,116.50
2027-05-29,35,2,83.79,103.00
2026-12-25,59,2,37.78,42.25
2026-04-12,58,2,26.42,27.50
2027-08-01,40,6,31.46,35.25
2026-06-02,48,6,31.12,36.75
2026-07-09,45,6,102.79,124.75
2027-03-15,35,6,110.51,118.00
2026-12-27,50,5,30.61,30.75
2027-07-24,36,5,80.02,65.75
2026-05-24,36,5,37.95,48.50
2026-01-18,43,7,27.88,28.25
2026-06-17,52,5,104.55,89.25
2027-08-23,45,1,215.83,243.00
2027-06-30,52,1,171.15,212.50
2027-03-14,49,1,134.79,150.50
2026-08-30,61,1,131.46,140.75
2027-02-19,58,1,216.49,274.50
2026-05-28,37,7,25.40,24.50
2026-01-28,39,2,61.44,62.75
2026-01-30,52,0,185.14,167.50
2027-05-17,54,5,105.70,130.00
2027-05-29,43,3,28.49,26.25
2026-07-22,58,2,26.67,29.00
2027-09-08,35,5,132.42,162.75
